title,link,rubrique,source,page,titre,url,date
,,Politique,lefaso.net,8.0,"Burkina/Évaluation des ministres : Un appui psychologique apporté à plus de 1,3 million de PDI par le département en charge de l’Action humanitaire",https://lefaso.net/spip.php?article132180,
,,Politique,lefaso.net,8.0,Burkina/Évaluation des ministres : Un taux d’exécution de 57% au ministère de l’Agriculture,https://lefaso.net/spip.php?article132179,
,,Politique,lefaso.net,8.0,Burkina/Évaluation des ministres : Un taux de réalisation de 48% pour un taux repère de 50% au ministère de la Santé,https://lefaso.net/spip.php?article132178,
,,Politique,lefaso.net,8.0,"Burkina/ Reconquête du territoire : « Sur le terrain, nous avons évolué jusqu’aux environs de 69%... », général Kassoum Coulibaly",https://lefaso.net/spip.php?article132149,
,,Politique,lefaso.net,8.0,"Démocratie en Afrique : « L’opposition aux régimes militaires s’est affaiblie de 11 points et le soutien aux élections de 8 points à travers 30 pays », rapport 2024 Afrobarometer",https://lefaso.net/spip.php?article132144,
,,Politique,lefaso.net,8.0,"Burkina/Évaluation des ministres : Un taux de réalisation de 47,68% pour le ministère de l’Administration territoriale et de la sécurité",https://lefaso.net/spip.php?article132148,
,,Politique,lefaso.net,8.0,Burkina : Les formations à l’extérieur au profit des membres des conseils d’administration des sociétés d’État sont interdites,https://lefaso.net/spip.php?article132138,
,,Politique,lefaso.net,8.0,"Burkina : « Le président Ibrahim Traoré s’évertue à appliquer les options idéologiques de la RDP, son mentor c’est Thomas Sankara », traduit Dr Siaka Coulibaly",https://lefaso.net/spip.php?article132076,
,,Politique,lefaso.net,8.0,Burkina/ Remaniement ministériel : Voici la liste des membres du gouvernement,https://lefaso.net/spip.php?article132003,
,,Politique,lefaso.net,8.0,"Processus de désignation de députés à l’ALT : Le MDA souhaite qu’à l’avenir, le ministère se donne la peine pour un retour d’information",https://lefaso.net/spip.php?article131735,
,,Politique,lefaso.net,8.0,Burkina/Assemblée Législative de Transition : Les 12 députés représentant les partis politiques installés,https://lefaso.net/spip.php?article131680,
,,Politique,lefaso.net,9.0,"Burkina/Administration publique : « Pendant longtemps, ce sont les plus corrompus, les plus malhonnêtes qui ont été mis à la lumière, (...) », dénonce le président Ibrahim Traoré",https://lefaso.net/spip.php?article131606,
,,Politique,lefaso.net,9.0,Burkina/Libération de Me Guy Hervé Kam : Le SOCL apporte son soutien et manifeste sa solidarité,https://lefaso.net/spip.php?article131605,
,,Politique,lefaso.net,9.0,Burkina : Le Mouvement pour la Démocratie en Afrique (MDA) suspend un de ses responsables pour « actes d’indiscipline et d’insubordination »,https://lefaso.net/spip.php?article131597,
,,Politique,lefaso.net,9.0,"Burkina : Le président Ibrahim Traoré dénonce ""un centre des opérations à Abidjan pour déstabiliser le pays, deux bases françaises au Bénin qui forment et équipent des terroristes""",https://lefaso.net/spip.php?article131553,
,,Politique,lefaso.net,9.0,"Burkina : Le président Ibrahim Traoré annonce pour bientôt une bataille ""pour nettoyer la justice""",https://lefaso.net/spip.php?article131559,
,,Politique,lefaso.net,9.0,"Burkina : « On va diminuer le personnel dans les Ambassades, parce que c’est trop », informe le président Ibrahim Traoré",https://lefaso.net/spip.php?article131556,
,,Politique,lefaso.net,9.0,"Rencontre Chef de l’État/Forces-vives : Douze composantes prendront la parole, dont les Organisations professionnelles des médias",https://lefaso.net/spip.php?article131542,
,,Politique,lefaso.net,9.0,Burkina : Le Président du Faso à l’écoute des Forces vives de la Nation ce 11 juillet 2024,https://lefaso.net/spip.php?article131489,
,,Politique,lefaso.net,9.0,"Président de la transition à président du Faso : « Cette nouvelle attribution n’a aucune implication juridique identifiable », selon le Pr Relwendé Louis Martial Zongo, constitutionnaliste",https://lefaso.net/spip.php?article131429,
,,Politique,lefaso.net,9.0,Conduite de la Transition : les Burkinabè du Niger saluent l’engagement du Capitaine Ibrahim TRAORE,https://lefaso.net/spip.php?article131435,
,,Politique,lefaso.net,9.0,Lettre ouverte au Premier ministre : Des citoyens burkinabè partagent leurs préoccupations sur la récente modification de la Charte de la transition,https://lefaso.net/spip.php?article131419,
,,Politique,lefaso.net,9.0,Burkina : Vers une reconfiguration de l’Assemblée législative de transition,https://lefaso.net/spip.php?article131364,
,,Politique,lefaso.net,9.0,"Burkina : « Nous ne sommes pas héritiers de n’importe quelle histoire. Nous devons savoir » (Louis Armand Ouali, juillet 2006)",https://lefaso.net/spip.php?article131354,
,,Politique,lefaso.net,9.0,"Burkina : « L’équipe au pouvoir, pour rien au monde, n’abandonnera encore le pays entre les mains des entrepreneurs politiques, des opportunistes ... » (Premier ministre)",https://lefaso.net/spip.php?article131311,
,,Politique,lefaso.net,9.0,"Burkina : « N’ayez pas peur ! », exhorte le Premier ministre, Dr Apollinaire Kyélem De Tambèla",https://lefaso.net/spip.php?article131301,
,,Politique,lefaso.net,9.0,"Burkina : Le ministre de l’Administration territoriale réitère aux présidents des délégations spéciales, l’interdiction de vente de terrains",https://lefaso.net/spip.php?article131291,
,,Politique,lefaso.net,9.0,Diaspora : Un mouvement patriotique organise en Italie un meeting de soutien aux autorités du Sahel le 30 juin 2024,https://lefaso.net/spip.php?article131254,
,,Politique,lefaso.net,9.0,"Burkina : « Aucune force ne nous arrêtera », lance le Premier ministre Kyélèm aux déstabilisateurs de la Transition",https://lefaso.net/spip.php?article131123,
,,Politique,lefaso.net,9.0,"Burkina : Gérard Kango Ouédraogo, le baobab de la politique",https://lefaso.net/spip.php?article131099,
,,Politique,lefaso.net,9.0,Education et formation : Une Initiative présidentielle pour dynamiser le secteur,https://lefaso.net/spip.php?article131084,
,,Politique,lefaso.net,10.0,"Burkina : Le président Ibrahim Traoré préside le Conseil des ministres, après avoir fait un tour à la RTB",https://lefaso.net/spip.php?article131064,
,,Politique,lefaso.net,10.0,"Burkina : Libéré, l’ambassadeur Mousbila Sankara explique ce qui avait valu son interpellation",https://lefaso.net/spip.php?article130928,
,,Politique,lefaso.net,10.0,"Burkina /Ministère de l’économie : Un taux de réalisation de 89, 5. % en 2023 selon le ministre",https://lefaso.net/spip.php?article130932,
,,Politique,lefaso.net,10.0,"Burkina : Mousbila Sankara a été ""enlevé""",https://lefaso.net/spip.php?article130905,
,,Politique,lefaso.net,10.0,Burkina : Un ancien leader politique saisit le Conseil constitutionnel pour « faire respecter la Constitution »,https://lefaso.net/spip.php?article130903,
,,Politique,lefaso.net,10.0,"Burkina : De plain-pied dans les pratiques politiques, sans politiciens, et en pire !",https://lefaso.net/spip.php?article130887,
,,Politique,lefaso.net,10.0,"Burkina : Le ministre Émile Zerbo de la Sécurité affiche un taux de réalisation de 87,67% (Bilan 2023)",https://lefaso.net/spip.php?article130899,
,,Politique,lefaso.net,10.0,"Burkina : Il faut désormais dire ""Président du Faso, chef de l’État, Président du conseil des ministres"" dans les documents officiels",https://lefaso.net/spip.php?article130814,
,,Politique,lefaso.net,10.0,Burkina : Le Socle citoyen pour la libération (SOCL) dénonce des assises au forceps,https://lefaso.net/spip.php?article130738,
,,Politique,lefaso.net,10.0,"Relations AES-CEDEAO : « Je t’aime, moi non plus, doit devenir, je t’aime malgré moi » (Pr Abdoulaye Soma au lancement des activités de la SBDI)",https://lefaso.net/spip.php?article130704,
,,Politique,lefaso.net,10.0,"Burkina : Affaires « lieutenant-colonel Somda Evrard, Guy Hervé Kam, Dah Sami et autres », le Parquet militaire s’exprime",https://lefaso.net/spip.php?article130663,
,,Politique,lefaso.net,10.0,"Burkina : Les conditions de « libération » et de « récupération » de Me Guy Hervé Kam, selon le parquet du tribunal militaire",https://lefaso.net/spip.php?article130664,
,,Politique,lefaso.net,10.0,"""Reprise"" de Me Guy Hervé Kam : « Il a même demandé à entrer serrer sa fille. On lui a dit non » (le film de la nuit du 29 mai 2024, selon les avocats)",https://lefaso.net/spip.php?article130670,
,,Politique,lefaso.net,10.0,Burkina : « De ce que nous savons aussi du lieutenant-colonel Zoungrana » (Parquet du tribunal militaire),https://lefaso.net/spip.php?article130666,
,,Politique,lefaso.net,10.0,"Affaire ""Me Guy Hervé Kam"" : « Nous craignons pour la tournure que prend le Burkina » (avocats)",https://lefaso.net/spip.php?article130643,
,,Politique,lefaso.net,10.0,"Conclusions Assises nationales : ""Nul doute qu’avec la détermination du Président Ibrahim Traoré, le Burkina Faso va renaître de ses cendres et nous allons surprendre le monde..."" (le Réseau des patriotes)",https://lefaso.net/spip.php?article130667,
,,Politique,lefaso.net,10.0,"Me Guy Hervé Kam : Globalement, son état de santé va bien, ainsi que son moral (selon ses avocats)",https://lefaso.net/spip.php?article130642,
,,Politique,lefaso.net,10.0,Burkina/Assises nationales du 25 mai 2024 : IB et la solitude du pouvoir,https://lefaso.net/spip.php?article130619,
,,Politique,lefaso.net,10.0,Affaire Guy Hervé Kam : Le mouvement SENS dénonce un acharnement du MPSR2 sur son coordonnateur,https://lefaso.net/spip.php?article130604,
,,Politique,lefaso.net,10.0,"Burkina : Des citoyens expriment leurs attentes pour les cinq ans de ""mandat"" du président Ibrahim Traoré",https://lefaso.net/spip.php?article130571,
,,Société,lefaso.net,1.0,"Médias : Les principes du web journalisme, selon Herman Frédéric Bassolé",https://lefaso.net/spip.php?article140363,
,,Société,lefaso.net,1.0,“Le Faso Digital 2025” : La première foire virtuelle des solutions digitales pour un Burkina Faso résilient,https://lefaso.net/spip.php?article140351,
,,Société,lefaso.net,1.0,Burkina/Métier d’éboueur : Odette Ouédraogo invite les filles à s’y intéresser,https://lefaso.net/spip.php?article140357,
,,Société,lefaso.net,1.0,"Burkina : L’Association des promoteurs de polycliniques, cliniques privées du Burkina offre 25 tonnes de ciment à Faso Mêbo",https://lefaso.net/spip.php?article140360,
,,Société,lefaso.net,1.0,"Burkina/Décès maternel et périnatal :  Quelques signes de dangers à prendre en compte pour sauver les mères et leurs nouveau-nés, selon le Dr Ousséni Compaoré",https://lefaso.net/spip.php?article140352,
,,Société,lefaso.net,1.0,Promo vacances : : Remise de lots aux gagnants de la tombola,https://lefaso.net/spip.php?article140364,
,,Société,lefaso.net,1.0,Burkina/ Football : Le franco-burkinabè Alban Lafont choisit la Côte d’Ivoire,https://lefaso.net/spip.php?article140358,
,,Société,lefaso.net,1.0,Burkina/ Fonds national de solidarité et de résilience sociale : Un outil de restauration de la dignité des populations vulnérables,https://lefaso.net/spip.php?article140354,
,,Société,lefaso.net,1.0,"Décès de Victor Bouda : « Ses conseils étaient toujours précieux », témoigne Yannick Badolo, un des collaborateurs du défunt",https://lefaso.net/spip.php?article140350,
,,Société,lefaso.net,1.0,"Burkina : ""Les chômeurs et les personnes constituant la main d’oeuvre potentielle représentent 13,1% de la main d’oeuvre"", INSD",https://lefaso.net/spip.php?article140343,
,,Société,lefaso.net,1.0,Affaire Diocèse de Koudougou contre Groupe Champy International : Le CSC valide sa mesure conservatoire et condamne Lefaso.net à une amende de 250 000 F CFA,https://lefaso.net/spip.php?article140314,
,,Société,lefaso.net,1.0,Burkina/ Orange Digital Center ( ODC) : 89 jeunes formés gratuitement .,https://lefaso.net/spip.php?article140329,
,,Société,lefaso.net,1.0,"Orphelins des FDS et VDP : « Nous avons la responsabilité d’aider ces enfants à grandir, sans sentir la perte de leur parent », appelle Grégoire Bado de Rehoboth-Ipéné",https://lefaso.net/spip.php?article140336,
,,Société,lefaso.net,1.0,Journée mondiale du chien : Entre affection universelle et réalités africaines,https://lefaso.net/spip.php?article140342,
,,Société,lefaso.net,1.0,Burkina Faso/ Jeunesse catholique : La 64ᵉ AG nationale des CV-AV ouverte à Ouagadougou,https://lefaso.net/spip.php?article140337,
,,Société,lefaso.net,1.0,"Burkina/Fruits de saison : Les bienfaits nutritionnels de la liane, du raisin sauvage et du fruit du karité",https://lefaso.net/spip.php?article140335,
,,Société,lefaso.net,1.0,"Burkina : En visite sur des chantiers à Manga et Pô, le ministre Céleste Anderson Medah presse les entreprises à livrer dans les délais",https://lefaso.net/spip.php?article140333,
,,Société,lefaso.net,1.0,"Burkina : La célébration du Maouloud prévue dans la nuit du 4 au 5 septembre 2025, les fidèles invités à l’unité pour la paix",https://lefaso.net/spip.php?article140332,
,,Société,lefaso.net,1.0,Ouagadougou : Près de 130 cas de violences et de traite signalés au premier semestre 2025,https://lefaso.net/spip.php?article140324,
,,Société,lefaso.net,1.0,Burkina : Le Centre d’animation féminine de Koudougou engagé depuis 25 ans dans l’insertion professionnelle des femmes et des jeunes filles,https://lefaso.net/spip.php?article140316,
,,Société,lefaso.net,2.0,"Environnement : Ouagadougou accueille la troisième réunion statutaire du conseil des ministres du bien Complexe W-Arly-Pendjari (WAP), Roger Barro prend les rênes",https://lefaso.net/spip.php?article140321,
,,Société,lefaso.net,2.0,"""BRAKINA, ENTREPRISE CITOYENNE AU SERVICE DES ENFANTS MALADES",https://lefaso.net/spip.php?article140320,
,,Société,lefaso.net,2.0,Burkina/Éducation : Nestlé Burkina offre des bourses scolaires aux meilleurs élèves du primaire,https://lefaso.net/spip.php?article140302,
,,Société,lefaso.net,2.0,Burkina : Alino Faso repose désormais au cimetière de Gounghin,https://lefaso.net/spip.php?article140282,
,,Société,lefaso.net,2.0,"Burkina/ Abattage d’un buffle et d’un éléphant : Une décision pour protéger les populations, selon le ministère de l’Environnement",https://lefaso.net/spip.php?article140288,
,,Société,lefaso.net,2.0,Burkina/ Affaire commercialisation de l’or et blanchiment de capitaux : Trois prévenus relaxés au bénéfice du doute,https://lefaso.net/spip.php?article140284,
,,Société,lefaso.net,2.0,Burkina/ Santé : Les jumelles siamoises Hawa et Khadija reviennent guéries après une opération en Arabie Saoudite,https://lefaso.net/spip.php?article140295,
,,Société,lefaso.net,2.0,Grande soirée de solidarité au profit de l’orphelinat Sainte Thérèse de Loumbila : 30 août 2025 à Ouagadougou,https://lefaso.net/spip.php?article140299,
,,Société,lefaso.net,2.0,République démocratique du Congo : La peine de mort requise contre l’ancien président Joseph Kabila,https://lefaso.net/spip.php?article140293,
,,Société,lefaso.net,2.0,CAMP VACANCES FASO MÊBO : La promotion « Sēmbdo » promet apporter sa contribution à l’édification d’une société exemplaire,https://lefaso.net/spip.php?article140292,
,,Société,lefaso.net,2.0,Burkina/ Travaux d’Intérêt Général : 20 détenus de Dori contribuent à l’assainissement et au reboisement,https://lefaso.net/spip.php?article140287,
,,Société,lefaso.net,2.0,Burkina/Éducation : Nestlé Burkina offre des bourses scolaires aux meilleurs élèves du primaire,https://lefaso.net/spip.php?article140290,
,,Société,lefaso.net,2.0,Cybercriminalité : La BCLCC interpelle une internaute pour injures publiques sur les réseaux sociaux,https://lefaso.net/spip.php?article140285,
,,Société,lefaso.net,2.0,"Burkina/ Abattage d’éléphant à Bobo-Dioulasso : Le dozo Ali Konaté, a été sollicité",https://lefaso.net/spip.php?article140283,
,,Société,lefaso.net,2.0,Burkina/ Projet Target malaria : L’équipe a travaillé en conformité avec la législation nationale,https://lefaso.net/spip.php?article140281,
,,Société,lefaso.net,2.0,"Traite négrière : 23 août, Journée internationale du souvenir de la traite négrière et de son abolition",https://lefaso.net/spip.php?article140280,
,,Société,lefaso.net,2.0,Burkina : L’INSD et la CCI-BF de Bobo-Dioulasso vers une collaboration pour des données statistiques efficaces et pertinentes,https://lefaso.net/spip.php?article140279,
,,Société,lefaso.net,2.0,Journée de l’Excellence scolaire 2025 : le Burkina Faso honore ses élèves et enseignants d’exception,https://lefaso.net/spip.php?article140273,
,,Société,lefaso.net,2.0,Bobo-Dioulasso : Un éléphant égaré sème la panique au secteur 26 avant d’être abattu,https://lefaso.net/spip.php?article140276,
,,Société,lefaso.net,2.0,Burkina : Le gouvernement met fin aux activités du projet Target Malaria,https://lefaso.net/spip.php?article140264,
,,Société,lefaso.net,3.0,"Hommage à Alino Faso : ""C’était un homme du peuple, un passionné de la culture, un bienfaiteur, l’ami de tous"", retient Alif Naaba",https://lefaso.net/spip.php?article140265,
,,Société,lefaso.net,3.0,"Burkina/ Santé : Pose de prothèse totale du genou, une première au CHU-YO",https://lefaso.net/spip.php?article140266,
,,Société,lefaso.net,3.0,Burkina/Santé : La Fondation Orange Burkina Faso s’engage à collecter au moins 1 000 poches de sang,https://lefaso.net/spip.php?article140260,
,,Société,lefaso.net,3.0,"Hommage à Alino Faso : ""On retiendra de lui, ce combattant là qui a voulu que chaque burkinabè ait de la dignité et de l’honneur"", Télésphore Bationo",https://lefaso.net/spip.php?article140259,
,,Société,lefaso.net,3.0,Burkina Faso / Journée de l’excellence scolaire 2025 : Le président du Faso a insisté sur l’importance des filières scientifiques pour relever les défis du développement,https://lefaso.net/spip.php?article140262,
,,Société,lefaso.net,3.0,"Burkina/ Remplacement des Associations des parents d’élèves (APE) par les Conseils de l’école (CE) : « Une révolution douce mais décisive », selon Nelson Congo, parent d’élèves et fondateur d’établissement",https://lefaso.net/spip.php?article140250,
,,Société,lefaso.net,3.0,Burkina/ Projet Target malaria : La coalition de veille sur les activités biotechnologiques dénonce les lâchers de moustiques,https://lefaso.net/spip.php?article140241,
,,Société,lefaso.net,3.0,Burkina / Don de sang : Orabank Burkina réaffirme son engagement citoyen,https://lefaso.net/spip.php?article140251,
,,Société,lefaso.net,3.0,CAMP VACANCES FASO MÊBO Le Président du Faso missionne les campeurs : « C’est votre responsabilité de construire ce pays »,https://lefaso.net/spip.php?article140252,
,,Société,lefaso.net,3.0,"Commémoration de la journée mondiale 2025, contre l’hépatite : Les acteurs invités à renforcer la synergie d’actions",https://lefaso.net/spip.php?article140229,
,,Société,lefaso.net,3.0,"Burkina/Cohésion sociale : « Il faut s’abstenir de véhiculer des discours de haine et de dénigrer les autres religions », conseille le Pr Mamadou Lamine Sanogo",https://lefaso.net/spip.php?article140228,
,,Société,lefaso.net,3.0,Développement : Encore six (6) nouveaux wagons-plateaux RENFE pour le parc matériel de SITARAIL,https://lefaso.net/spip.php?article140242,
,,Société,lefaso.net,3.0,Vidéos et images d’élèves durant l’immersion patriotique : Les autorités constatent des violations au droit à l’image et des informations tendant à discréditer l’initiative,https://lefaso.net/spip.php?article140238,
,,Société,lefaso.net,3.0,Burkina : Coris Bourse offre 50 tonnes de ciment en soutien à l’initiative présidentielle Faso Mêbo,https://lefaso.net/spip.php?article140231,
,,Société,lefaso.net,3.0,Burkina : La Journée mondiale de l’aide humanitaire célébrée à Fada N’Gourma,https://lefaso.net/spip.php?article140218,
,,Société,lefaso.net,3.0,Burkina Faso / Droits d’auteur : L’Assemblée générale 2025 du BBDA tournée vers l’avenir et la consolidation des acquis,https://lefaso.net/spip.php?article140226,
,,Société,lefaso.net,3.0,Burkina Faso : Zonhié Diallo empoche 78 881 000 FCFA au Pari mutuel urbain,https://lefaso.net/spip.php?article140217,
,,Société,lefaso.net,3.0,Burkina/ Justice : Le corps de Alino Faso a été autopsié,https://lefaso.net/spip.php?article140235,
,,Société,lefaso.net,3.0,"Accident d’un car de transport en commun sous le pont Nakambé sur la RN3 : « Il se peut que les victimes aient été emportées par les courants d’eau », hypothèse des sapeurs pompiers",https://lefaso.net/spip.php?article140236,
,,Société,lefaso.net,3.0,"Burkina : 83% des emplois au niveau national sont vulnérables, selon l’INSD",https://lefaso.net/spip.php?article140224,
,,Société,lefaso.net,4.0,"Burkina/Santé : Hépatites B et C au Burkina, le taux de dépistage reste encore faible",https://lefaso.net/spip.php?article140216,
,,Société,lefaso.net,4.0,"Burkina : Un car de transport en commun tombe sous le pont Nakambé sur la RN3, des victimes enregistrées",https://lefaso.net/spip.php?article140220,
,,Société,lefaso.net,4.0,"Burkina/ Medias : Yacouba Traoré, le maître qui a façonné des générations de journalistes, laisse un héritage incommensurable",https://lefaso.net/spip.php?article140204,
,,Société,lefaso.net,4.0,Alimentation :  Les bienfaits des épices naturelles,https://lefaso.net/spip.php?article140202,
,,Société,lefaso.net,4.0,Burkina : Un VDP recherché pour meurtre et coups et blessures volontaires,https://lefaso.net/spip.php?article140210,
,,Société,lefaso.net,4.0,"Burkina : Alino Faso sera inhumé le samedi 23 août, au cimetière de Gounghin",https://lefaso.net/spip.php?article140209,
,,Société,lefaso.net,4.0,"Salon malien pour l’architecture et la construction : Pays invité d’honneur, le Burkina Faso partage son expertise",https://lefaso.net/spip.php?article140206,
,,Société,lefaso.net,4.0,Bataillon de l’intendance militaire : Le commandant Moussa Valian désormais aux commandes,https://lefaso.net/spip.php?article140199,
,,Société,lefaso.net,4.0,Burkina/ Examens professionnels : C’est parti pour le CAPPE et le CAPEPE !,https://lefaso.net/spip.php?article140197,
,,Société,lefaso.net,4.0,Burkina : Le ministère des infrastructures et la BOAD échangent sur deux projets routiers,https://lefaso.net/spip.php?article140196,
,,Société,lefaso.net,4.0,Burkina / Arrivée de la dépouille d’Alino Faso : Recueillement et appel à justice à Ouagadougou,https://lefaso.net/spip.php?article140186,
,,Société,lefaso.net,4.0,"Hommage à Yacouba Traoré : Le ""baobab des médias"" burkinabè inhumé à Gounghin",https://lefaso.net/spip.php?article140187,
,,Société,lefaso.net,4.0,Burkina/Reconquête du territoire national : Le Directeur Général de la Police Nationale galvanise les unités combattantes GUMI et VDP au front,https://lefaso.net/spip.php?article140184,
,,Société,lefaso.net,4.0,Burkina/Santé : La journée mondiale contre l’hépatite commémorée du 16 au 30 août 2025,https://lefaso.net/spip.php?article140181,
,,Société,lefaso.net,4.0,Dédougou : L’excellence scolaire et la cohésion sociale promues à Tionkuy,https://lefaso.net/spip.php?article140182,
,,Société,lefaso.net,4.0,Burkina/ Divagation des animaux : 7000 têtes d’animaux saisies à Ouagadougou au premier semestre 2025,https://lefaso.net/spip.php?article140176,
,,Société,lefaso.net,4.0,SEMFILMS : Changement à la Coordination du Festival Ciné Droit Libre,https://lefaso.net/spip.php?article140174,
,,Société,lefaso.net,4.0,Décès de Alino Faso : Son corps sera rapatrié le  lundi 18 août 2025,https://lefaso.net/spip.php?article140161,
,,Société,lefaso.net,4.0,Burkina Faso : Le personnel de Lefaso.net s’offre deux jours de tourisme interne pour renforcer la cohésion d’équipe,https://lefaso.net/spip.php?article140171,
,,Société,lefaso.net,4.0,"Burkina/Paix et solidarité : « L’APS-BF n’est pas un simple acte associatif ; elle est une proclamation d’espérance », félicite le PDS de Komsilga",https://lefaso.net/spip.php?article140167,
,,Société,lefaso.net,5.0,"Justice : Prise en flagrant délit de production d’emballages et de sachets en plastique, la société SO.BU.CH.PLAST SARL mise sous scellés, son directeur interpelé",https://lefaso.net/spip.php?article140157,
,,Société,lefaso.net,5.0,9è Salon international de la programmation neurolinguistique : 29 et 30 août 2025 à Ouagadougou,https://lefaso.net/spip.php?article140165,
,,Société,lefaso.net,5.0,Burkina/Médias : Deux jours de sortie détente touristique pour le personnel de Lefaso.net,https://lefaso.net/spip.php?article140158,
,,Société,lefaso.net,5.0,Burkina/Journée promotionnelle du livre chrétien : Les adolescents au cœur des activités de la 4e édition,https://lefaso.net/spip.php?article140151,
,,Société,lefaso.net,5.0,"Solennité de l’Assomption : « Nous devons tenir la main de Marie pour traverser cette vie marquée par tant d’épreuves », Mgr Prosper Kontiébo",https://lefaso.net/spip.php?article140148,
,,Société,lefaso.net,5.0,Burkina/Religion : 65 pèlerins parcourent à pied 145 km de Koupéla à Yagma pour la solennité de l’Assomption 2025,https://lefaso.net/spip.php?article140139,
,,Société,lefaso.net,5.0,Burkina : Les entrepreneurs touristiques sensibilisés sur le blanchiment de capitaux et le financement du terrorisme,https://lefaso.net/spip.php?article140149,
,,Société,lefaso.net,5.0,"Burkina : La Police nationale annonce l’arrestation de Zeba Idrissa, présumé auteur de vol de minerais de la société SALME KOOM",https://lefaso.net/spip.php?article140144,
,,Société,lefaso.net,5.0,"Ambassadeurs de la paix awards : Pari gagné pour la 5ᵉ édition, des perspectives pour l’édition à venir",https://lefaso.net/spip.php?article140147,
,,Société,lefaso.net,5.0,Burkina/Santé : Première transplantation rénale réussie au CHU de Tengandogo,https://lefaso.net/spip.php?article140142,
,,Société,lefaso.net,5.0,"Burkina / Enseignement : « Nous allons prendre en considération l’Initiative présidentielle pour une éducation de qualité pour tous », Ali Abadansia Liliou, président de UNEPEL",https://lefaso.net/spip.php?article140132,
,,Société,lefaso.net,5.0,Recouvrement des créances des anciens Fonds du Ministère en charge de la jeunesse : le Fonds Faso Kuna-Wili menace de vendre les maisons hypothéquées des promoteurs défaillants,https://lefaso.net/spip.php?article140123,
,,Société,lefaso.net,5.0,Burkina : Un festival international des enfants pour révéler leur génie créateur,https://lefaso.net/spip.php?article140121,
,,Société,lefaso.net,5.0,Réorganisation du territoire du Burkina Faso :  La province du Sourou sera-t-elle renommée ?,https://lefaso.net/spip.php?article140120,
,,Société,lefaso.net,5.0,Burkina : Léon Kompaoré empoche près de 98 000 000 FCFA grâce au PMU’B,https://lefaso.net/spip.php?article140117,
,,Société,lefaso.net,5.0,Fada N’Gourma : une opération coup de poing pour instaurer la discipline routière,https://lefaso.net/spip.php?article140131,
,,Société,lefaso.net,5.0,Sécurité routière : L’ONASER déploie sa première antenne régionale à Bobo-Dioulasso,https://lefaso.net/spip.php?article140122,
,,Société,lefaso.net,5.0,Burkina Faso : Orange Burkina Faso lance la 2ᵉ édition du « Challenge Barka » pour récompenser ses revendeurs,https://lefaso.net/spip.php?article140126,
,,Société,lefaso.net,5.0,Soutenance de PhD en Parasitologie-Mycologie :  Dr Wendkièta Isidore Yerbanga traque un ennemi invisible qui menace la santé mondiale,https://lefaso.net/spip.php?article140119,
,,Société,lefaso.net,5.0,"Faso Mêbo : Le Comité international du mémorial Thomas Sankara offre du matériel d’une valeur de 3,7 millions de FCFA",https://lefaso.net/spip.php?article140118,
,,Société,lefaso.net,6.0,Burkina : L’IRSS annonce le lancement du lâcher de moustiques modifiés à Souroukoudingan pour intensifier la lutte contre le paludisme,https://lefaso.net/spip.php?article140115,
,,Société,lefaso.net,6.0,Burkina/Immersion patriotique : Le capitaine Ibrahim Traoré invite les bacheliers à être de « bons patriotes et à ne jamais trahir la mère patrie »,https://lefaso.net/spip.php?article140104,
,,Société,lefaso.net,6.0,Immersion patriotique : Les nouveaux bacheliers prêts à s’engager pour le développement du Burkina,https://lefaso.net/spip.php?article140109,
,,Société,lefaso.net,6.0,Burkina/Immersion patriotique obligatoire : Plus de 9 200 bacheliers engagés dans la région du Guiriko (Hauts-Bassins),https://lefaso.net/spip.php?article140100,
,,Société,lefaso.net,6.0,"Burkina : 500 enfants bénéficiaires d’extraits d’actes de naissance, fruit d’une collaboration entre la mairie de Dialgaye et l’ONG Children Believe",https://lefaso.net/spip.php?article140111,
,,Société,lefaso.net,6.0,Burkina : De plain-pied dans l’Immersion patriotique obligatoire pour les élèves,https://lefaso.net/spip.php?article140105,
,,Société,lefaso.net,6.0,"Burkina : KUNAFONI, le projet en IA qu’un jeune offre à la Nation pour soutenir ses agriculteurs",https://lefaso.net/spip.php?article140096,
,,Société,lefaso.net,6.0,Burkina : plus de 235 millions USD investis par le système des Nations Unies pour améliorer le bien-être des populations en 2024,https://lefaso.net/spip.php?article140103,
,,Société,lefaso.net,6.0,Commune de Ouagadougou : Deux couples interpellés pour non-respect de la réglementation des cortèges,https://lefaso.net/spip.php?article140093,
,,Société,lefaso.net,6.0,Toma : Mobilisation citoyenne pour assainir le grand marché,https://lefaso.net/spip.php?article140091,
,,Société,lefaso.net,6.0,La femme catholique et la non-violence : Une conférence inspirante à la paroisse Sacré-Cœur de Toma,https://lefaso.net/spip.php?article140098,
,,Société,lefaso.net,6.0,"Burkina/Immersion patriotique : Le capitaine Ibrahim Traoré invite les bacheliers à être de ""bons patriotes et à ne jamais trahir la mère Patrie""",https://lefaso.net/spip.php?article140087,
,,Société,lefaso.net,6.0,VIH au Burkina Faso : L’espoir fragile des personnes séropositives face aux défis persistants,https://lefaso.net/spip.php?article140084,
,,Société,lefaso.net,6.0,"Burkina/Tracasseries routières : En croisade contre les pratiques illicites sur les routes, la CONACFP ouvre ses portes aux dénonciations des usagers",https://lefaso.net/spip.php?article140072,
